Nitrogen(pmm),Phosphorus(pmm),Potassium(mm),temperature(F),humidity,soil_ph,rainfall(mm),label
226,109,102,23.01746228,67.62876386,6.65601417,46.57320763,tomato
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,greengram
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,coffee
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
17,0.96,625,61.14188281,98.67519826,6.561085196,157.835271,lettuce
111,3,223,24.83012602,82.5086117,6.587538181,696.8710269,Carrots
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
226,104,125,20.44414546,68.6534569,6.113186116,41.55683145,tomato
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton
71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,maize
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
19,0.99,677,62.38154929,98.31208401,6.324845796,169.4386198,lettuce
235,60,76,21.85536403,87.02105759,6.419504159,353.5469037,Cabbage
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,chickpea
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,greengram
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618,rice
19,0.64,682,59.3433705,98.62107276,6.037802903,159.6824577,lettuce
29,138,197,22.19055385,92.43764169,5.830892252,121.6622761,apple
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
14,0.99,767,59.35070568,99.50552025,6.14267069,166.7484362,lettuce
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas
171,121,125,15.48224854,70.17986133,6.436767717,13.60196428,tomato
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
179,59,139,26.80427153,80.34079268,6.415987461,548.4618165,onions
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,cotton
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,apple
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,apple
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,banana
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
219,115,190,56.25663003,79.99639083,6.334302007,21.99970097,coffee
15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,apple
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
238,55,88,23.8665744,78.84765717,6.522313738,330.316792,Cabbage
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,greengram
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,apple
99,15,27,27.41711238,56.63636248,6.086922359,127.92461,coffee
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,coconut
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,coffee
98,8,252,24.85534358,83.13957866,6.204306132,788.8200909,Carrots
12,0.9,651,67.70355276,98.70137543,6.496546579,159.2786867,lettuce
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
230,78,67,23.22127902,80.91826432,6.084214001,346.2536543,Cabbage
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
156,48,168,24.00012867,84.68800472,6.204617181,405.4067715,onions
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,papaya
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee
13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,lentil
193,45,156,24.72403867,84.6730285,6.463120718,474.5555397,onions
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,orange
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,apple
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,lentil
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,banana
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
220,36,71,18.12085783,89.83235179,6.634254799,350.4376597,Cabbage
222,73,77,23.62572708,84.89384304,6.121519599,390.0445775,Cabbage
3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,lentil
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya
198,81,133,26.3308395,70.96429023,6.169688611,54.39981159,tomato
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,apple
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
233,57,72,23.8866636,75.47752339,6.283010015,353.2849964,Cabbage
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,apple
36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,chickpea
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,coffee
245,45,70,23.68885059,61.26534242,6.190139539,357.9759822,Cabbage
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
138,71,126,16.96825957,77.76314334,6.878311038,30.51985023,tomato
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
141,54,162,16.86019989,74.36371363,6.278370796,65.32333857,tomato
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate
173,57,148,19.25738011,51.92728377,7.301984695,74.53294727,tomato
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,greengram
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,banana
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,kidneybeans
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas
147,119,182,14.25826396,67.00798593,6.765954537,23.25893846,tomato
94,8,221,21.92507745,81.25526209,6.211287353,655.3899299,Carrots
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,coffee
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,cotton
101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,coffee
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
164,51,156,27.82751214,83.42860933,6.163336675,499.834956,onions
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,apple
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes
172,45,149,24.60704576,77.86262876,6.274752459,576.5022208,onions
30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,apple
105,8,224,21.5760714,83.14385139,5.748351543,844.8938848,Carrots
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
159,43,146,26.7774686,89.04928953,6.123235914,509.8224682,onions
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
207,70,69,21.3530563,73.70296446,6.614047131,322.6577918,Cabbage
19,0.93,804,61.6963786,99.4609994,6.35783447,156.9309859,lettuce
31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
226,65,68,22.07624407,88.21044149,6.263748276,338.7591223,Cabbage
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,apple
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,apple
29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,apple
208,71,186,14.95681469,79.2531491,6.289039133,37.98221584,tomato
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,watermelon
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
65,60,22,25.36768364,72.52054555,6.606984086,107.9124111,maize
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee
228,50,77,22.03641947,73.38789305,6.396323369,365.3948899,Cabbage
97,6,244,14.45691953,88.46623332,5.905904972,798.1307142,Carrots
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
15,0.73,797,63.00470473,98.11893719,6.795631826,162.281574,lettuce
15,0.97,837,61.61600229,98.09236361,6.641992605,155.1703977,lettuce
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton
90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,maize
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut
119,83,197,28.16401684,65.46855059,6.747971062,48.16694074,tomato
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,greengram
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana
14,0.87,807,55.32573029,99.2586413,6.650603848,161.0368693,lettuce
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,greengram
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,apple
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,banana
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,mungbean
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
212,117,156,20.10031189,78.32940863,6.603393397,18.80728311,tomato
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,grapes
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,greengram
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
,,,,,,,
210,60,76,20.85158391,71.60123679,6.799769192,357.6626938,Cabbage
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
,,,,,,,
18,0.61,633,67.9811389,99.28265739,6.418525821,164.110949,lettuce
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,coconut
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,orange
15,0.88,643,62.75357546,98.9534548,6.541476105,160.8162048,lettuce
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
210,39,71,18.80184813,82.75140873,6.047025697,375.7752772,Cabbage
194,56,163,23.8689616,78.59115009,6.440633583,411.1070609,onions
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
235,77,72,18.49333399,71.7694451,6.428246098,325.5537067,Cabbage
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice
200,47,154,23.92601331,85.77619351,6.659323067,431.3664242,onions
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes
119,5,212,18.6290916,82.07377833,5.775891847,867.1109803,Carrots
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,coconut
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,chickpea
186,58,161,24.47829275,82.48120024,6.622720979,597.9950163,onions
128,69,176,21.80556155,72.29159256,7.365482041,66.18665115,tomato
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes
17,0.76,717,51.86095535,98.95615808,6.549298125,167.6167536,lettuce
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton
174,54,152,23.33278133,87.83783393,6.270657489,504.3857946,onions
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,greengram
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
158,111,175,20.33574454,51.02464427,6.993457119,14.66775281,tomato
101,5,243,17.59923852,85.43779973,6.788715462,856.2810726,Carrots
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
11,0.93,640,55.64390372,98.4860959,6.478538859,153.5292107,lettuce
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,greengram
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,banana
19,0.65,742,72.15420997,98.35899754,6.910215758,154.9543054,lettuce
15,0.96,561,51.20722912,99.77134112,6.547059744,169.3998785,lettuce
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,chickpea
220,77,67,20.13830073,65.92199374,6.17312145,349.7412975,Cabbage
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee
103,4,236,19.70530693,82.07438675,6.257087318,706.2350028,Carrots
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
106,21,35,25.627355,57.04151119,7.428523634,188.5506536,coffee
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,orange
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,watermelon
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya
110,2,230,18.5675594,89.79199075,6.131764282,804.8749824,Carrots
100,8,271,15.30232872,80.5372929,6.105271436,739.7061071,Carrots
119,4,258,22.84260008,87.53234569,5.676196258,760.2091829,Carrots
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
170,40,150,22.04035553,76.0247088,6.505334166,447.2879008,onions
156,57,162,24.6703686,83.37768622,6.057499667,584.5256059,onions
96,5,223,23.15422486,87.39643643,5.609550524,815.1282339,Carrots
201,49,81,18.96471061,60.1233972,6.112862521,370.3793584,Cabbage
104,6,268,19.02117364,80.9179971,5.879095758,894.0822288,Carrots
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,coffee
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,greengram
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,banana
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,greengram
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,lentil
242,56,86,17.93243609,60.31504459,6.52949543,353.0737679,Cabbage
17,0.72,653,69.1112819,99.44465855,6.255630814,157.4605802,lettuce
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,greengram
242,62,69,22.33386797,70.09087057,6.699313053,393.4338835,Cabbage
210,70,65,18.98520611,86.39697921,6.021484404,335.2741531,Cabbage
11,0.92,671,59.76538448,99.70842759,6.287503718,169.7459593,lettuce
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana
,,,,,,,
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
92,2,287,20.31294633,87.36375377,6.388422407,644.6502694,Carrots
230,87,115,27.84189245,64.73681476,7.451020523,30.80920844,tomato
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,watermelon
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee
59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,chickpea
163,58,141,22.40008887,81.03218351,6.277463984,492.8020791,onions
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,coconut
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize
182,41,159,25.78609731,88.54981585,6.669116828,531.0682258,onions
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,coconut
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,apple
160,76,151,75.09884302,63.26125226,7.416392654,34.57096521,coffee
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice
16,0.79,821,65.67505608,98.12209152,6.259621352,162.3291772,lettuce
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,lentil
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana
175,41,142,25.62605283,89.7572709,6.044578251,476.2487747,onions
232,107,180,23.02796984,75.02481463,6.65831664,41.35876805,tomato
170,52,155,24.87320633,78.79871107,6.523603464,412.7603649,onions
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,coconut
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
203,79,76,17.46625816,62.24835095,6.757051038,396.542341,Cabbage
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,pigeonpeas
205,59,85,22.6151723,77.06252067,6.500241273,383.2367707,Cabbage
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
117,3,266,22.60802683,84.42895172,6.101842573,666.7209639,Carrots
242,79,65,20.96257939,61.74543237,6.657516704,327.4690288,Cabbage
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,lentil
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,chickpea
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,coconut
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
